Timestamp,Open,High,Low,Close,Rsi,Cci
6/19/2020 2:11:00 PM,347.07,347.07,346.50,346.76,0.00,0.00
6/19/2020 2:12:00 PM,346.77,346.77,346.43,346.49,0.00,0.00
6/19/2020 2:13:00 PM,346.49,346.65,346.36,346.39,0.00,0.00
6/19/2020 2:14:00 PM,346.38,347.00,346.35,346.79,0.00,0.00
6/19/2020 2:15:00 PM,346.79,346.82,346.35,346.38,0.00,0.00
6/19/2020 2:16:00 PM,346.40,347.09,346.28,347.06,0.00,0.00
6/19/2020 2:17:00 PM,347.07,347.13,346.42,346.46,0.00,0.00
6/19/2020 2:18:00 PM,346.47,346.48,345.69,345.99,0.00,0.00
6/19/2020 2:19:00 PM,346.01,346.51,345.85,346.48,0.00,0.00
6/19/2020 2:20:00 PM,346.48,346.76,346.16,346.16,0.00,0.00
6/19/2020 2:21:00 PM,346.16,346.48,346.12,346.23,0.00,0.00
6/19/2020 2:22:00 PM,346.23,346.47,346.09,346.46,0.00,0.00
6/19/2020 2:23:00 PM,346.46,346.56,346.30,346.46,0.00,0.00
6/19/2020 2:24:00 PM,346.46,346.85,346.35,346.85,0.00,69.32
6/19/2020 2:25:00 PM,346.85,346.95,346.69,346.94,0.00,128.38
6/19/2020 2:26:00 PM,346.94,347.03,346.80,346.81,50.54,112.96
6/19/2020 2:27:00 PM,346.81,346.82,346.30,346.32,45.39,-14.68
6/19/2020 2:28:00 PM,346.32,346.41,346.04,346.16,43.82,-90.07
6/19/2020 2:29:00 PM,346.16,346.37,345.87,345.91,41.41,-115.15
6/19/2020 2:30:00 PM,345.92,346.03,345.76,345.80,40.35,-145.73
6/19/2020 2:31:00 PM,345.80,345.91,345.15,345.66,39.00,-183.73
6/19/2020 2:32:00 PM,345.66,346.17,345.43,346.14,45.74,-92.99
6/19/2020 2:33:00 PM,346.14,346.68,345.98,346.64,51.72,28.69
6/19/2020 2:34:00 PM,346.64,346.66,346.29,346.47,49.72,35.31
6/19/2020 2:35:00 PM,346.47,346.68,346.34,346.63,51.62,47.14
6/19/2020 2:36:00 PM,346.63,346.68,346.39,346.66,51.99,47.40
6/19/2020 2:37:00 PM,346.66,346.79,346.50,346.75,53.13,63.39
6/19/2020 2:38:00 PM,346.78,347.00,346.70,346.97,55.91,100.42
6/19/2020 2:39:00 PM,346.97,347.19,346.80,347.19,58.56,127.63
6/19/2020 2:40:00 PM,347.19,347.23,346.91,346.91,54.11,115.00
